0000001222,139166,8.1,"Annie Hall (1977)"
0000001321,72910,8.1,"Dial M for Murder (1954)"
0000001321,218449,8.1,"Platoon (1986)"
0000001321,391872,8.1,"A Beautiful Mind (2001)"
0000001222,511634,8.1,"Kill Bill: Vol. 1 (2003)"
0000001222,435618,8.1,"No Country for Old Men (2007)"
0000001222,492612,8.1,"Sin City (2005)"
0000001222,55642,8.1,"Touch of Evil (1958)"
0000001222,77714,8.1,"Mary and Max (2009)"
0000001322,453705,8.1,"Finding Nemo (2003)"
0000001221,29453,8.1,"Les diaboliques (1955)"
0000001222,199261,8.1,"Life of Brian (1979)"
0000001222,75693,8.1,"Network (1976)"
0000001222,223536,8.1,"The Princess Bride (1987)"
0000001321,130919,8.1,"Amores perros (2000)"
0000001212,210343,8.1,"The Wizard of Oz (1939)"
0000001223,641501,8.1,"The Avengers (2012)"
0000001322,198981,8.1,"Stand by Me (1986)"
0000001222,55461,8.1,"The Lego Movie (2014)"
0000001222,115851,8.1,"Ben-Hur (1959)"
0000001222,45922,8.1,"The Grapes of Wrath (1940)"
0000001222,30122,8.1,"The Best Years of Our Lives (1946)"
0000001222,273925,8.1,"There Will Be Blood (2007)"
0000001221,45632,8.1,"Incendies (2010)"
0000001321,335615,8.1,"Million Dollar Baby (2004)"
0000001222,50217,8.1,"Les quatre cents coups (1959)"
0000001223,77024,8.1,"Hachi: A Dog's Tale (2009)"
0000001213,58645,8.1,"8½ (1963)"
0000001222,349586,8.1,"Gravity (2013)"
0000001222,431759,8.1,"Donnie Darko (2001)"
0000001321,69650,8.1,"Strangers on a Train (1951)"
0000001321,352049,8.1,"The Bourne Ultimatum (2007)"
0000001321,74994,8.1,"In the Name of the Father (1993)"
0000001222,61037,8.1,"High Noon (1952)"
0000001322,122409,8.1,"Gandhi (1982)"
0000001222,40894,8.1,"Persona (1966)"
0000001222,56505,8.1,"Notorious (1946)"
0000001321,327160,8.1,"The King's Speech (2010)"
0000001222,68948,8.1,"Mou gaan dou (2002)"
0000001212,291620,8.1,"Jaws (1975)"
0000001222,60536,8.1,"Kaze no tani no Naushika (1984)"
0000000223,33823,8.1,"Lagaan: Once Upon a Time in India (2001)"
0000001321,343289,8.1,"Twelve Monkeys (1995)"
0000001223,30416,8.1,"Fanny och Alexander (1982)"
0000001222,35278,8.1,"La strada (1954)"
0000001321,414707,8.0,"The Terminator (1984)"
0000001222,47911,8.0,"The Night of the Hunter (1955)"
0000001322,102157,8.0,"Yip Man (2008)"
0000001222,41503,8.0,"Who's Afraid of Virginia Woolf? (1966)"
0000001113,47797,8.0,"Stalker (1979)"
0000001222,50155,8.0,"The Big Sleep (1946)"
0000001321,310375,8.0,"Groundhog Day (1993)"
0000001321,138238,8.0,"Dog Day Afternoon (1975)"
